  0%|          | 0/19002 [00:00<?, ?it/s]/mnt/petrelfs/songmingyang/code/mm/MAPO/m3apo/alignment/trainer/llava_dpo_trainer.py:179: UserWarning: compute_loss is only implemented for DPODataCollatorWithPadding, and you passed a datacollator that is different than DPODataCollatorWithPadding - you might see unexpected behavior. Alternatively, you can implement your own prediction_step method if you are using a custom data collator
  warnings.warn(
Could not estimate the number of tokens of the input, floating-point operations will not be computed
  0%|          | 15/19002 [02:45<56:38:32, 10.74s/it]


  0%|          | 17/19002 [03:06<56:26:30, 10.70s/it]
{'loss': 0.6891, 'learning_rate': 5.95446584938704e-08, 'rewards/chosen': -0.00046386802569031715, 'rewards/rejected': 0.0376102440059185, 'rewards/accuracies': 0.5, 'rewards/margins': -0.03807411342859268, 'policy_logps/rejected': -468.4613342285156, 'policy_logps/chosen': -501.7496032714844, 'referece_logps/rejected': -468.8374328613281, 'referece_logps/chosen': -501.7449951171875, 'logits/rejected': -0.9017404317855835, 'logits/chosen': -1.3632934093475342, 'epoch': 0.01}

  0%|          | 18/19002 [03:17<56:32:09, 10.72s/it]


  0%|          | 20/19002 [03:38<56:22:09, 10.69s/it]
{'loss': 0.6992, 'learning_rate': 7.005253940455341e-08, 'rewards/chosen': 0.0004699702840298414, 'rewards/rejected': -0.015764808282256126, 'rewards/accuracies': 0.5, 'rewards/margins': 0.016234779730439186, 'policy_logps/rejected': -541.1920166015625, 'policy_logps/chosen': -573.9815063476562, 'referece_logps/rejected': -541.034423828125, 'referece_logps/chosen': -573.9862670898438, 'logits/rejected': -1.0099161863327026, 'logits/chosen': -1.097761869430542, 'epoch': 0.01}

  0%|          | 21/19002 [03:49<56:24:09, 10.70s/it]

  0%|          | 22/19002 [04:00<56:30:41, 10.72s/it]

  0%|          | 23/19002 [04:10<56:38:34, 10.74s/it]

  0%|          | 24/19002 [04:21<56:29:30, 10.72s/it]

  0%|          | 25/19002 [04:32<56:36:29, 10.74s/it]

  0%|          | 26/19002 [04:43<56:41:53, 10.76s/it]

  0%|          | 27/19002 [04:53<56:39:52, 10.75s/it]

  0%|          | 28/19002 [05:04<56:27:54, 10.71s/it]

  0%|          | 29/19002 [05:15<56:23:06, 10.70s/it]

  0%|          | 30/19002 [05:25<56:23:18, 10.70s/it]

  0%|          | 31/19002 [05:36<56:30:56, 10.72s/it]

  0%|          | 32/19002 [05:47<56:22:19, 10.70s/it]

  0%|          | 33/19002 [05:57<56:14:09, 10.67s/it]

  0%|          | 34/19002 [06:08<56:10:05, 10.66s/it]

  0%|          | 35/19002 [06:19<56:04:17, 10.64s/it]

  0%|          | 36/19002 [06:29<56:03:56, 10.64s/it]

  0%|          | 37/19002 [06:40<56:09:15, 10.66s/it]

  0%|          | 38/19002 [06:51<56:19:41, 10.69s/it]

  0%|          | 39/19002 [07:01<56:08:09, 10.66s/it]

  0%|          | 40/19002 [07:12<56:15:16, 10.68s/it]


  0%|          | 42/19002 [07:33<56:15:36, 10.68s/it]
{'loss': 0.6932, 'learning_rate': 1.4711033274956218e-07, 'rewards/chosen': 0.01255950890481472, 'rewards/rejected': 0.01312866248190403, 'rewards/accuracies': 0.625, 'rewards/margins': -0.0005691534606739879, 'policy_logps/rejected': -360.89129638671875, 'policy_logps/chosen': -424.6263122558594, 'referece_logps/rejected': -361.0226135253906, 'referece_logps/chosen': -424.7519226074219, 'logits/rejected': 0.23785744607448578, 'logits/chosen': 0.13280686736106873, 'epoch': 0.01}

  0%|          | 43/19002 [07:44<56:22:30, 10.70s/it]

  0%|          | 44/19002 [07:55<56:36:05, 10.75s/it]

  0%|          | 45/19002 [08:06<56:36:45, 10.75s/it]

  0%|          | 46/19002 [08:17<56:40:03, 10.76s/it]


  0%|          | 48/19002 [08:38<56:45:17, 10.78s/it]

  0%|          | 49/19002 [08:49<56:44:36, 10.78s/it]

  0%|          | 50/19002 [09:00<56:28:12, 10.73s/it]

  0%|          | 51/19002 [09:10<56:21:44, 10.71s/it]

  0%|          | 52/19002 [09:21<56:16:48, 10.69s/it]

  0%|          | 53/19002 [09:32<56:24:57, 10.72s/it]

  0%|          | 54/19002 [09:42<56:21:14, 10.71s/it]

  0%|          | 55/19002 [09:53<56:26:28, 10.72s/it]

  0%|          | 56/19002 [10:04<56:19:23, 10.70s/it]

  0%|          | 57/19002 [10:15<56:29:44, 10.74s/it]

  0%|          | 58/19002 [10:25<56:36:52, 10.76s/it]

  0%|          | 59/19002 [10:36<56:39:58, 10.77s/it]

  0%|          | 60/19002 [10:47<56:39:52, 10.77s/it]

  0%|          | 61/19002 [10:58<56:38:23, 10.77s/it]

  0%|          | 62/19002 [11:08<56:35:30, 10.76s/it]

  0%|          | 63/19002 [11:19<56:36:31, 10.76s/it]

  0%|          | 64/19002 [11:30<56:35:17, 10.76s/it]

  0%|          | 65/19002 [11:41<56:29:09, 10.74s/it]

  0%|          | 66/19002 [11:51<56:31:46, 10.75s/it]

  0%|          | 67/19002 [12:02<56:33:04, 10.75s/it]

  0%|          | 68/19002 [12:13<56:21:19, 10.72s/it]

  0%|          | 69/19002 [12:24<56:32:00, 10.75s/it]

  0%|          | 70/19002 [12:34<56:31:53, 10.75s/it]

  0%|          | 71/19002 [12:45<56:24:11, 10.73s/it]

  0%|          | 72/19002 [12:56<56:29:15, 10.74s/it]

  0%|          | 73/19002 [13:07<56:31:50, 10.75s/it]

  0%|          | 74/19002 [13:17<56:19:34, 10.71s/it]

  0%|          | 75/19002 [13:28<56:30:08, 10.75s/it]

  0%|          | 76/19002 [13:39<56:31:38, 10.75s/it]

  0%|          | 77/19002 [13:50<56:37:53, 10.77s/it]

  0%|          | 78/19002 [14:00<56:36:45, 10.77s/it]

  0%|          | 79/19002 [14:11<56:35:53, 10.77s/it]

  0%|          | 80/19002 [14:22<56:29:10, 10.75s/it]

  0%|          | 81/19002 [14:33<56:26:04, 10.74s/it]

  0%|          | 82/19002 [14:44<56:48:47, 10.81s/it]

  0%|          | 83/19002 [14:54<56:45:08, 10.80s/it]

  0%|          | 84/19002 [15:05<56:43:52, 10.80s/it]

  0%|          | 85/19002 [15:16<56:31:59, 10.76s/it]

  0%|          | 86/19002 [15:26<56:20:56, 10.72s/it]

  0%|          | 87/19002 [15:37<56:19:01, 10.72s/it]

  0%|          | 88/19002 [15:48<56:23:32, 10.73s/it]

  0%|          | 89/19002 [15:59<56:14:07, 10.70s/it]

  0%|          | 90/19002 [16:09<56:16:46, 10.71s/it]

  0%|          | 91/19002 [16:20<56:15:01, 10.71s/it]

  0%|          | 92/19002 [16:31<56:21:17, 10.73s/it]

  0%|          | 93/19002 [16:41<56:15:49, 10.71s/it]

  0%|          | 94/19002 [16:52<56:16:19, 10.71s/it]

  0%|          | 95/19002 [17:03<56:24:36, 10.74s/it]

  1%|          | 96/19002 [17:14<56:28:17, 10.75s/it]

  1%|          | 97/19002 [17:24<56:22:14, 10.73s/it]

  1%|          | 98/19002 [17:35<56:19:50, 10.73s/it]

  1%|          | 99/19002 [17:46<56:12:29, 10.70s/it]

  1%|          | 100/19002 [17:56<56:08:31, 10.69s/it]

  1%|          | 101/19002 [18:07<56:06:12, 10.69s/it]

  1%|          | 102/19002 [18:18<56:26:00, 10.75s/it]

  1%|          | 103/19002 [18:29<56:22:23, 10.74s/it]

  1%|          | 104/19002 [18:40<56:33:37, 10.77s/it]

  1%|          | 105/19002 [18:50<56:28:43, 10.76s/it]

  1%|          | 106/19002 [19:01<56:30:24, 10.77s/it]

  1%|          | 107/19002 [19:12<56:31:32, 10.77s/it]

  1%|          | 108/19002 [19:23<56:21:36, 10.74s/it]

  1%|          | 109/19002 [19:33<56:28:44, 10.76s/it]

  1%|          | 110/19002 [19:44<56:33:01, 10.78s/it]

  1%|          | 111/19002 [19:55<56:31:08, 10.77s/it]

  1%|          | 112/19002 [20:06<56:23:01, 10.75s/it]

  1%|          | 113/19002 [20:16<55:27:31, 10.57s/it]

  1%|          | 114/19002 [20:26<55:40:40, 10.61s/it]

  1%|          | 115/19002 [20:37<55:51:49, 10.65s/it]

  1%|          | 116/19002 [20:48<56:08:50, 10.70s/it]

  1%|          | 117/19002 [20:59<56:14:57, 10.72s/it]

  1%|          | 118/19002 [21:10<56:15:07, 10.72s/it]

  1%|          | 119/19002 [21:20<56:21:28, 10.74s/it]

  1%|          | 120/19002 [21:31<56:38:23, 10.80s/it]

  1%|          | 121/19002 [21:42<56:31:39, 10.78s/it]

  1%|          | 122/19002 [21:53<56:33:48, 10.79s/it]

  1%|          | 123/19002 [22:03<56:17:32, 10.73s/it]

  1%|          | 124/19002 [22:14<56:20:10, 10.74s/it]

  1%|          | 125/19002 [22:25<56:12:13, 10.72s/it]

  1%|          | 126/19002 [22:36<56:09:30, 10.71s/it]

  1%|          | 127/19002 [22:46<56:12:32, 10.72s/it]

  1%|          | 128/19002 [22:57<55:59:17, 10.68s/it]

  1%|          | 129/19002 [23:07<55:57:46, 10.67s/it]

  1%|          | 130/19002 [23:18<56:05:27, 10.70s/it]

  1%|          | 131/19002 [23:29<56:06:38, 10.70s/it]

  1%|          | 132/19002 [23:40<56:03:35, 10.70s/it]

  1%|          | 133/19002 [23:50<56:11:14, 10.72s/it]

  1%|          | 134/19002 [24:01<56:13:51, 10.73s/it]

  1%|          | 135/19002 [24:12<56:16:14, 10.74s/it]

  1%|          | 136/19002 [24:23<56:18:47, 10.75s/it]

  1%|          | 137/19002 [24:33<56:19:54, 10.75s/it]

  1%|          | 138/19002 [24:44<56:13:44, 10.73s/it]

  1%|          | 139/19002 [24:55<56:17:55, 10.74s/it]

  1%|          | 140/19002 [25:06<56:21:40, 10.76s/it]

  1%|          | 141/19002 [25:16<56:20:24, 10.75s/it]

  1%|          | 142/19002 [25:27<56:00:25, 10.69s/it]

  1%|          | 143/19002 [25:38<56:06:10, 10.71s/it]

  1%|          | 144/19002 [25:48<55:07:06, 10.52s/it]

  1%|          | 145/19002 [25:59<55:21:55, 10.57s/it]

  1%|          | 146/19002 [26:09<55:39:56, 10.63s/it]

  1%|          | 147/19002 [26:20<55:54:11, 10.67s/it]

  1%|          | 148/19002 [26:31<56:02:40, 10.70s/it]

  1%|          | 149/19002 [26:41<55:59:42, 10.69s/it]

  1%|          | 150/19002 [26:52<55:54:17, 10.68s/it]

  1%|          | 151/19002 [27:03<55:52:21, 10.67s/it]

  1%|          | 152/19002 [27:14<56:03:43, 10.71s/it]

  1%|          | 153/19002 [27:24<56:14:44, 10.74s/it]

  1%|          | 154/19002 [27:35<56:16:32, 10.75s/it]

  1%|          | 155/19002 [27:46<56:19:57, 10.76s/it]

  1%|          | 156/19002 [27:57<56:22:47, 10.77s/it]

  1%|          | 157/19002 [28:08<56:24:11, 10.77s/it]

  1%|          | 158/19002 [28:18<56:13:42, 10.74s/it]

  1%|          | 159/19002 [28:29<56:10:24, 10.73s/it]

  1%|          | 160/19002 [28:40<56:02:37, 10.71s/it]

  1%|          | 161/19002 [28:50<55:53:27, 10.68s/it]

  1%|          | 162/19002 [29:01<55:50:22, 10.67s/it]

  1%|          | 163/19002 [29:12<56:06:58, 10.72s/it]

  1%|          | 164/19002 [29:22<56:16:32, 10.75s/it]

  1%|          | 165/19002 [29:33<56:22:54, 10.78s/it]

  1%|          | 166/19002 [29:44<56:30:36, 10.80s/it]

  1%|          | 167/19002 [29:55<56:19:44, 10.77s/it]

  1%|          | 168/19002 [30:06<56:20:06, 10.77s/it]

  1%|          | 169/19002 [30:16<56:13:22, 10.75s/it]

  1%|          | 170/19002 [30:27<56:13:22, 10.75s/it]

  1%|          | 171/19002 [30:38<55:57:04, 10.70s/it]

  1%|          | 172/19002 [30:48<55:58:10, 10.70s/it]

  1%|          | 173/19002 [30:59<56:00:24, 10.71s/it]

  1%|          | 174/19002 [31:10<56:09:20, 10.74s/it]

  1%|          | 175/19002 [31:21<56:10:55, 10.74s/it]

  1%|          | 176/19002 [31:31<56:04:40, 10.72s/it]

  1%|          | 177/19002 [31:42<56:11:30, 10.75s/it]

  1%|          | 178/19002 [31:53<56:18:09, 10.77s/it]

  1%|          | 179/19002 [32:04<56:08:28, 10.74s/it]

  1%|          | 180/19002 [32:15<56:22:47, 10.78s/it]

  1%|          | 181/19002 [32:25<56:10:40, 10.75s/it]

  1%|          | 182/19002 [32:36<56:14:16, 10.76s/it]

  1%|          | 183/19002 [32:47<56:16:41, 10.77s/it]

  1%|          | 184/19002 [32:58<56:17:03, 10.77s/it]

  1%|          | 185/19002 [33:08<56:25:20, 10.79s/it]

  1%|          | 186/19002 [33:19<56:08:21, 10.74s/it]

  1%|          | 187/19002 [33:30<56:12:27, 10.75s/it]

  1%|          | 188/19002 [33:40<56:01:53, 10.72s/it]

  1%|          | 189/19002 [33:51<55:55:49, 10.70s/it]

  1%|          | 190/19002 [34:02<55:59:35, 10.72s/it]
{'loss': 0.6952, 'learning_rate': 6.654991243432574e-07, 'rewards/chosen': 0.024866485968232155, 'rewards/rejected': 0.02758798561990261, 'rewards/accuracies': 0.375, 'rewards/margins': -0.002721501514315605, 'policy_logps/rejected': -348.55609130859375, 'policy_logps/chosen': -331.64923095703125, 'referece_logps/rejected': -348.83197021484375, 'referece_logps/chosen': -331.8979187011719, 'logits/rejected': -0.7247492671012878, 'logits/chosen': -0.6624131202697754, 'epoch': 0.06}


  1%|          | 192/19002 [34:23<56:10:11, 10.75s/it]

  1%|          | 193/19002 [34:34<56:11:30, 10.75s/it]

  1%|          | 194/19002 [34:45<56:15:40, 10.77s/it]

  1%|          | 195/19002 [34:56<56:21:24, 10.79s/it]
{'loss': 0.6927, 'learning_rate': 6.830122591943957e-07, 'rewards/chosen': 0.02450122870504856, 'rewards/rejected': -0.0005628583603538573, 'rewards/accuracies': 0.625, 'rewards/margins': 0.02506408467888832, 'policy_logps/rejected': -308.6753845214844, 'policy_logps/chosen': -323.8863830566406, 'referece_logps/rejected': -308.6697692871094, 'referece_logps/chosen': -324.13140869140625, 'logits/rejected': -0.9952518343925476, 'logits/chosen': -0.8760378956794739, 'epoch': 0.06}


  1%|          | 197/19002 [35:17<56:26:56, 10.81s/it]

  1%|          | 198/19002 [35:28<56:17:19, 10.78s/it]

  1%|          | 199/19002 [35:39<56:15:38, 10.77s/it]

  1%|          | 200/19002 [35:49<56:02:53, 10.73s/it]

  1%|          | 201/19002 [36:00<55:50:30, 10.69s/it]

  1%|          | 202/19002 [36:11<55:59:47, 10.72s/it]

  1%|          | 203/19002 [36:22<55:59:57, 10.72s/it]
{'loss': 0.692, 'learning_rate': 7.110332749562171e-07, 'rewards/chosen': -0.0050801741890609264, 'rewards/rejected': 0.025175666436553, 'rewards/accuracies': 0.125, 'rewards/margins': -0.030255841091275215, 'policy_logps/rejected': -540.2703247070312, 'policy_logps/chosen': -392.48419189453125, 'referece_logps/rejected': -540.5220947265625, 'referece_logps/chosen': -392.433349609375, 'logits/rejected': -0.9770081639289856, 'logits/chosen': -0.918154776096344, 'epoch': 0.06}


  1%|          | 205/19002 [36:43<56:02:13, 10.73s/it]

  1%|          | 206/19002 [36:54<56:15:19, 10.77s/it]

  1%|          | 207/19002 [37:05<56:30:00, 10.82s/it]

  1%|          | 208/19002 [37:16<56:26:14, 10.81s/it]
{'loss': 0.6948, 'learning_rate': 7.285464098073555e-07, 'rewards/chosen': 0.012321282178163528, 'rewards/rejected': -0.022809220477938652, 'rewards/accuracies': 0.625, 'rewards/margins': 0.03513050079345703, 'policy_logps/rejected': -478.59814453125, 'policy_logps/chosen': -375.7273864746094, 'referece_logps/rejected': -478.37005615234375, 'referece_logps/chosen': -375.8506164550781, 'logits/rejected': -1.1786197423934937, 'logits/chosen': -0.8949475288391113, 'epoch': 0.07}


  1%|          | 210/19002 [37:37<56:20:40, 10.79s/it]

  1%|          | 211/19002 [37:48<56:11:13, 10.76s/it]
{'loss': 0.6952, 'learning_rate': 7.390542907180384e-07, 'rewards/chosen': -0.028041649609804153, 'rewards/rejected': 0.009630585089325905, 'rewards/accuracies': 0.25, 'rewards/margins': -0.03767223656177521, 'policy_logps/rejected': -435.9812927246094, 'policy_logps/chosen': -391.7073974609375, 'referece_logps/rejected': -436.07757568359375, 'referece_logps/chosen': -391.427001953125, 'logits/rejected': -0.9212608337402344, 'logits/chosen': -0.8877747058868408, 'epoch': 0.07}


  1%|          | 213/19002 [38:10<56:19:01, 10.79s/it]

  1%|          | 214/19002 [38:20<56:06:53, 10.75s/it]

  1%|          | 215/19002 [38:31<56:06:32, 10.75s/it]

  1%|          | 216/19002 [38:42<56:05:50, 10.75s/it]
{'loss': 0.7026, 'learning_rate': 7.565674255691769e-07, 'rewards/chosen': -0.022050093859434128, 'rewards/rejected': -0.049424320459365845, 'rewards/accuracies': 0.5, 'rewards/margins': 0.02737422287464142, 'policy_logps/rejected': -287.5101013183594, 'policy_logps/chosen': -455.6054992675781, 'referece_logps/rejected': -287.0158386230469, 'referece_logps/chosen': -455.38494873046875, 'logits/rejected': -0.16678683459758759, 'logits/chosen': -0.19798199832439423, 'epoch': 0.07}


  1%|          | 218/19002 [39:03<56:06:49, 10.75s/it]

  1%|          | 219/19002 [39:14<56:06:52, 10.76s/it]
{'loss': 0.6905, 'learning_rate': 7.670753064798599e-07, 'rewards/chosen': 0.005687714088708162, 'rewards/rejected': -0.00444259587675333, 'rewards/accuracies': 0.5, 'rewards/margins': 0.01013031043112278, 'policy_logps/rejected': -238.8053436279297, 'policy_logps/chosen': -420.2883605957031, 'referece_logps/rejected': -238.7609100341797, 'referece_logps/chosen': -420.3452453613281, 'logits/rejected': -0.40150535106658936, 'logits/chosen': -0.39932799339294434, 'epoch': 0.07}


  1%|          | 221/19002 [39:35<55:58:55, 10.73s/it]

  1%|          | 222/19002 [39:46<56:05:57, 10.75s/it]

  1%|          | 223/19002 [39:57<56:12:48, 10.78s/it]

  1%|          | 224/19002 [40:08<55:59:34, 10.73s/it]

  1%|          | 225/19002 [40:18<55:52:34, 10.71s/it]

  1%|          | 226/19002 [40:29<55:58:28, 10.73s/it]

  1%|          | 227/19002 [40:40<56:02:17, 10.75s/it]
{'loss': 0.6992, 'learning_rate': 7.950963222416812e-07, 'rewards/chosen': -0.03639564663171768, 'rewards/rejected': 0.0003798485267907381, 'rewards/accuracies': 0.375, 'rewards/margins': -0.03677549585700035, 'policy_logps/rejected': -391.8237609863281, 'policy_logps/chosen': -460.0473937988281, 'referece_logps/rejected': -391.8275451660156, 'referece_logps/chosen': -459.68341064453125, 'logits/rejected': -0.2381759136915207, 'logits/chosen': -0.24039314687252045, 'epoch': 0.07}


  1%|          | 229/19002 [41:01<56:08:14, 10.77s/it]

  1%|          | 230/19002 [41:12<56:12:48, 10.78s/it]
{'loss': 0.6951, 'learning_rate': 8.056042031523642e-07, 'rewards/chosen': -0.005447196774184704, 'rewards/rejected': -0.009371948428452015, 'rewards/accuracies': 0.5, 'rewards/margins': 0.003924754448235035, 'policy_logps/rejected': -534.0712280273438, 'policy_logps/chosen': -376.75433349609375, 'referece_logps/rejected': -533.9774780273438, 'referece_logps/chosen': -376.6998596191406, 'logits/rejected': 0.5218595266342163, 'logits/chosen': 0.4738999903202057, 'epoch': 0.07}


  1%|          | 232/19002 [41:34<56:08:21, 10.77s/it]
{'loss': 0.6868, 'learning_rate': 8.126094570928196e-07, 'rewards/chosen': 0.008547784760594368, 'rewards/rejected': -0.008565712720155716, 'rewards/accuracies': 0.5, 'rewards/margins': 0.017113499343395233, 'policy_logps/rejected': -470.460205078125, 'policy_logps/chosen': -420.84442138671875, 'referece_logps/rejected': -470.3745422363281, 'referece_logps/chosen': -420.9298095703125, 'logits/rejected': 0.590901255607605, 'logits/chosen': 0.5234307646751404, 'epoch': 0.07}


  1%|          | 234/19002 [41:55<56:17:23, 10.80s/it]

  1%|          | 235/19002 [42:06<56:13:58, 10.79s/it]
{'loss': 0.6934, 'learning_rate': 8.231173380035026e-07, 'rewards/chosen': 0.017993547022342682, 'rewards/rejected': 0.0071804034523665905, 'rewards/accuracies': 0.5, 'rewards/margins': 0.010813143104314804, 'policy_logps/rejected': -395.5069885253906, 'policy_logps/chosen': -333.4407653808594, 'referece_logps/rejected': -395.57879638671875, 'referece_logps/chosen': -333.6206970214844, 'logits/rejected': -0.4992247521877289, 'logits/chosen': -0.5223102569580078, 'epoch': 0.07}


  1%|          | 237/19002 [42:28<56:13:22, 10.79s/it]

  1%|▏         | 238/19002 [42:38<56:09:39, 10.77s/it]

  1%|▏         | 239/19002 [42:49<56:04:43, 10.76s/it]

  1%|▏         | 240/19002 [43:00<56:07:56, 10.77s/it]
{'loss': 0.6858, 'learning_rate': 8.406304728546409e-07, 'rewards/chosen': 0.014109039679169655, 'rewards/rejected': -0.021296024322509766, 'rewards/accuracies': 0.75, 'rewards/margins': 0.03540506213903427, 'policy_logps/rejected': -432.03997802734375, 'policy_logps/chosen': -445.83203125, 'referece_logps/rejected': -431.8270263671875, 'referece_logps/chosen': -445.97314453125, 'logits/rejected': -1.1082650423049927, 'logits/chosen': -1.0055813789367676, 'epoch': 0.08}


  1%|▏         | 242/19002 [43:22<56:15:05, 10.79s/it]

  1%|▏         | 243/19002 [43:32<56:17:47, 10.80s/it]
{'loss': 0.6924, 'learning_rate': 8.511383537653239e-07, 'rewards/chosen': -0.03305874019861221, 'rewards/rejected': 0.002469063736498356, 'rewards/accuracies': 0.375, 'rewards/margins': -0.035527803003787994, 'policy_logps/rejected': -375.27496337890625, 'policy_logps/chosen': -482.5910339355469, 'referece_logps/rejected': -375.2996520996094, 'referece_logps/chosen': -482.26043701171875, 'logits/rejected': -0.7436587810516357, 'logits/chosen': -0.8173334002494812, 'epoch': 0.08}


  1%|▏         | 245/19002 [43:54<56:07:22, 10.77s/it]

  1%|▏         | 246/19002 [44:05<56:10:09, 10.78s/it]

  1%|▏         | 247/19002 [44:15<56:02:26, 10.76s/it]

  1%|▏         | 248/19002 [44:26<56:08:01, 10.78s/it]
{'loss': 0.6938, 'learning_rate': 8.686514886164624e-07, 'rewards/chosen': 0.015425301156938076, 'rewards/rejected': 0.027182772755622864, 'rewards/accuracies': 0.75, 'rewards/margins': -0.011757468804717064, 'policy_logps/rejected': -368.5144958496094, 'policy_logps/chosen': -383.3055419921875, 'referece_logps/rejected': -368.7863464355469, 'referece_logps/chosen': -383.4598083496094, 'logits/rejected': -1.6697328090667725, 'logits/chosen': -1.7496062517166138, 'epoch': 0.08}


  1%|▏         | 250/19002 [44:48<56:11:31, 10.79s/it]

  1%|▏         | 251/19002 [44:59<56:13:41, 10.80s/it]

  1%|▏         | 252/19002 [45:09<56:01:29, 10.76s/it]

  1%|▏         | 253/19002 [45:20<55:58:50, 10.75s/it]

  1%|▏         | 254/19002 [45:31<56:01:43, 10.76s/it]

  1%|▏         | 255/19002 [45:42<55:59:25, 10.75s/it]

  1%|▏         | 256/19002 [45:52<55:57:51, 10.75s/it]
{'loss': 0.6909, 'learning_rate': 8.966725043782837e-07, 'rewards/chosen': 0.004790495149791241, 'rewards/rejected': -0.011281777173280716, 'rewards/accuracies': 0.625, 'rewards/margins': 0.01607227325439453, 'policy_logps/rejected': -410.6435546875, 'policy_logps/chosen': -440.68048095703125, 'referece_logps/rejected': -410.53076171875, 'referece_logps/chosen': -440.7283935546875, 'logits/rejected': 0.689041256904602, 'logits/chosen': 0.6154893636703491, 'epoch': 0.08}


  1%|▏         | 258/19002 [46:14<55:51:09, 10.73s/it]

  1%|▏         | 259/19002 [46:25<55:55:19, 10.74s/it]
{'loss': 0.6724, 'learning_rate': 9.071803852889666e-07, 'rewards/chosen': 0.03309688717126846, 'rewards/rejected': 0.002199744340032339, 'rewards/accuracies': 0.75, 'rewards/margins': 0.030897142365574837, 'policy_logps/rejected': -324.3562316894531, 'policy_logps/chosen': -341.4395751953125, 'referece_logps/rejected': -324.3782043457031, 'referece_logps/chosen': -341.7705383300781, 'logits/rejected': -0.696296751499176, 'logits/chosen': -0.6457424163818359, 'epoch': 0.08}


  1%|▏         | 261/19002 [46:46<55:48:05, 10.72s/it]

  1%|▏         | 262/19002 [46:57<56:00:37, 10.76s/it]
{'loss': 0.6808, 'learning_rate': 9.176882661996497e-07, 'rewards/chosen': -0.0037293434143066406, 'rewards/rejected': -0.002976037561893463, 'rewards/accuracies': 0.375, 'rewards/margins': -0.000753306201659143, 'policy_logps/rejected': -268.3890686035156, 'policy_logps/chosen': -277.560791015625, 'referece_logps/rejected': -268.3593444824219, 'referece_logps/chosen': -277.52349853515625, 'logits/rejected': -0.2463465929031372, 'logits/chosen': -0.3295501172542572, 'epoch': 0.08}


  1%|▏         | 264/19002 [47:18<55:51:30, 10.73s/it]

  1%|▏         | 265/19002 [47:29<55:52:10, 10.73s/it]

